USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT
1233161141959835648,RobinLe86317149,1480,@MarcTheLogical @realpeterz @mtn_glenn @AndrewYang Ah got ya. Well when you whip a bunch of ignorant hateful people… https://t.co/irr4mh0lnY,2020-02-27 22:45:01,0.0,0.0,NEGATIVE
1233161111672958976,Titan1902,450,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:44:54,-0.2,0.5,NEGATIVE
1233160993448103937,yxngprince22,2382,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:44:26,0.0,0.0,NEGATIVE
1233160930600448000,CHSStuco1920,1375,"RT @ZachAlvira: Big night for boys basketball 

I’ll be in Ahwatukee as 6A No. 1 Desert Vista hosts No. 4 Skyline

@bbowyer07 will be at Ch…",2020-02-27 22:44:11,0.0,0.1,NEGATIVE
1233160862858448899,Kami0w,418,@ahorazens Mtn donne place blackpink/loona/red velvet/clc/twice/superm,2020-02-27 22:43:55,0.0,0.0,NEGATIVE
1233160861457489922,MarcTheLogical,3388,"@realpeterz @mtn_glenn @AndrewYang True pendulum would swing hard the other way, I just don't see congress or the S… https://t.co/VVSIIivY55",2020-02-27 22:43:55,-0.022222222222222237,0.5222222222222223,NEGATIVE
1233160831455682561,DeKalbCountyPD,11531,"On Feb. 27, the DKPD Internet Crimes Against Children’s unit arrested a 65-year-old Stone Mtn man on Flintlock Dr.… https://t.co/hktU0V53oY",2020-02-27 22:43:47,0.0,0.0,NEGATIVE
1233160806034006021,wazirizako,252,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:43:41,-0.2,0.5,NEGATIVE
1233160802397495296,Sakish237,543,"RT @EnowDigital: Buy or Sell Music Singles, Music EPs, Music Albums, Event Tickets, eMagazines, eBooks etc Online and Pay with MTN Mobile M…",2020-02-27 22:43:40,0.0,0.0,NEGATIVE
1233160717362237440,vkeygram,2182,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:43:20,-0.2,0.5,NEGATIVE
1233160702736707586,The7eventhDigit,1033,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:43:17,-0.2,0.5,NEGATIVE
1233160661921882113,acthshuddle,18757,"RT @BrevardBball: NCHSAA Women’s 2A 🏀 
2nd Round

#12 Brevard - 16
#5 Mtn Heritage - 31
HALF

@wlos @Chris_Womack @acthshuddle @HSOTScores…",2020-02-27 22:43:07,-0.12222222222222223,0.18888888888888888,NEGATIVE
1233160595589025798,Katlego02749033,39,RT @asamkele_kay_: Someone must really develop a new service provider cz wow Telkom and MTN have failed us 💔kubi. https://t.co/eHxcFlMBa3,2020-02-27 22:42:51,-0.0159090909090909,0.48863636363636365,NEGATIVE
1233160506556534786,M_G_Mtsweni,4997,RT @OMGitZuma_: Weren't MTN and Vodacom given two months to reduce their data prices?,2020-02-27 22:42:30,0.0,0.0,NEGATIVE
1233160419663077376,rina_vivian,191,"RT @miss_utti: Please vote for me Utti Ify to qualify for the MTN y’ello star competition using the link ↘️
https://t.co/b62RgOfCyP
After t…",2020-02-27 22:42:09,0.0,0.0,NEGATIVE
1233160406920765442,MTN_400,347,RT @xFireworkEyes: sorry for not replying I forgot I existed,2020-02-27 22:42:06,-0.5,1.0,NEGATIVE
1233160402856480770,MarcTheLogical,3388,@RobinLe86317149 @realpeterz @mtn_glenn @AndrewYang Just clarifying most ppl say gun violence in terms of homicides.,2020-02-27 22:42:05,0.5,0.5,POSITIVE
1233160394102988800,TundeVidis,1446,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:42:03,-0.2,0.5,NEGATIVE
1233160350024880128,realpeterz,2618,@MarcTheLogical @mtn_glenn @AndrewYang Bernie's stubbornness and inability to adapt would cause an overcorrection a… https://t.co/B9DFTlYATa,2020-02-27 22:41:53,0.0,0.0,NEGATIVE
1233160324498497536,yummyboss_,2266,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:41:47,0.0,0.0,NEGATIVE
1233160152485855235,Itmustbeice,394,"RT @NewTimesRwanda: JUST IN: Rwanda Investigation Board have arrested Emmanuel Irakoze, one of the thugs that attacked an MTN mobile money…",2020-02-27 22:41:06,0.0,0.0,NEGATIVE
1233160146664079361,RMSoftballTeam,904,We GOT 2 WINS TODAY GREAT JOB MTN LIONS https://t.co/PBAAcSjh7I,2020-02-27 22:41:04,0.55,0.475,POSITIVE
1233160127076696065,JaxAcer,450,@MTN_400 i want a year uwu,2020-02-27 22:40:59,0.0,0.0,NEGATIVE
1233160078489944065,QKwaku,35,@thenanaaba MTN be bomb network swear!!!,2020-02-27 22:40:48,0.0,0.0,NEGATIVE
1233160070499852292,ngarambe_,461,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:40:46,-0.2,0.4,NEGATIVE
1233159943982899200,eelblitz,1337,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:40:16,-0.2,0.5,NEGATIVE
1233159907584684032,rayhan95400,3653,RT @Aquuariuuus: @rayhan95400 Malteser white mtn 😭😭,2020-02-27 22:40:07,0.0,0.0,NEGATIVE
1233159898789220353,ileye833,347,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:40:05,-0.2,0.5,NEGATIVE
1233159880955043841,blackbeltbentum,1828,"RT @IzaicKumy: IPhone xsmax 
Sealed in box 
Gold 
256gig
MTN &amp; AIRTEL- TIGO USERS 

Price : 3300ghc

Swap available https://t.co/YwCrnvH3HH",2020-02-27 22:40:01,0.4,0.4,POSITIVE
1233159859824144388,highgrade419,291,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:39:56,-0.2,0.5,NEGATIVE
1233159808292773888,ClueHeywood,47520,@mtn_peach that might be me in the picture,2020-02-27 22:39:43,0.0,0.0,NEGATIVE
1233159762902179840,austine_perez,959,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:39:33,-0.2,0.5,NEGATIVE
1233159708221071361,MTN_400,347,Lrt can that mom adopt me cause.... I need lunches like that *now* in my life,2020-02-27 22:39:20,0.0,0.0,NEGATIVE
1233159699400462337,BadBoyYom_,1806,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:39:17,-0.2,0.5,NEGATIVE
1233159698045636608,Aquuariuuus,617,@rayhan95400 Malteser white mtn 😭😭,2020-02-27 22:39:17,0.0,0.0,NEGATIVE
1233159671856291840,RobinLe86317149,1480,@MarcTheLogical @realpeterz @mtn_glenn @AndrewYang I said suicides and overdoses... not homicides,2020-02-27 22:39:11,0.0,0.0,NEGATIVE
1233159648200548358,mtn_silvs,628,RT @realistruthie: Can’t wait for jayda to get herself a man that acc LOVES her and treats her like the beautiful women she is Cos bruh,2020-02-27 22:39:05,0.85,1.0,POSITIVE
1233159626662830080,ChibuikemDibia,751,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:39:00,-0.2,0.5,NEGATIVE
1233159606345650178,m_19na,1681,@MorpheusYung Juuuuure mtn😭🤦🏻‍♀️,2020-02-27 22:38:55,0.0,0.0,NEGATIVE
1233159558467670018,SonOfaWoman7,114,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:38:44,-0.2,0.4,NEGATIVE
1233159440066646016,Ahmadcheirry,378,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:38:16,-0.2,0.5,NEGATIVE
1233159418042253312,MungahUnited,1755,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:38:10,-0.2,0.4,NEGATIVE
1233159395967750145,needvoirbtss,496,@khasarkgl Cv t’a glow up mtn,2020-02-27 22:38:05,0.0,0.0,NEGATIVE
1233159125716127746,MTN_400,347,"Year I was given: 2013

Age: 18
Now: 25

Relationship status: single
Now: Taken

living in: Canada 
now: Canada (bu… https://t.co/FyekyL2U7d",2020-02-27 22:37:01,-0.07142857142857142,0.21428571428571427,NEGATIVE
1233159107303104512,olanrewaju_sd,670,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:36:56,0.0,0.0,NEGATIVE
1233159072502833152,Expy_Jnr,1147,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:36:48,-0.2,0.5,NEGATIVE
1233158946891931651,MarcTheLogical,3388,@RobinLe86317149 @realpeterz @mtn_glenn @AndrewYang Gun violence has increased but it's suicides not homicides on t… https://t.co/jTwmtJt21m,2020-02-27 22:36:18,0.0,0.0,NEGATIVE
1233158909986320386,kingodins,1407,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:36:09,-0.2,0.5,NEGATIVE
1233158905460613120,BrevardBball,218,"NCHSAA Women’s 2A 🏀 
2nd Round

#12 Brevard - 16
#5 Mtn Heritage - 31
HALF

@wlos @Chris_Womack @acthshuddle… https://t.co/0N8CBm4tyd",2020-02-27 22:36:08,-0.12222222222222223,0.18888888888888888,NEGATIVE
1233158864272531456,Bidexzy1,70,"As boyfriend wey you call yourself,dey try sub for your babe cos, she dey disturb us too much like say we get shares for MTN.",2020-02-27 22:35:58,0.2,0.2,NEUTRAL
1233158832668450816,Manuviddy,977,RT @MisterAlbie: This guy and his accomplice are the ones who assaulted an MTN lady and repeatedly rained blows on her stomach in a video t…,2020-02-27 22:35:51,0.0,0.0,NEGATIVE
1233158660576227331,dhiorazor,1134,RT @LifeOfCooke: Mtn is fucking dogshit!,2020-02-27 22:35:10,-0.75,0.8,NEGATIVE
1233158601662849026,realpeterz,2618,"@RobinLe86317149 @MarcTheLogical @mtn_glenn @AndrewYang Yep, don't want more of that from either left or right.",2020-02-27 22:34:56,0.2619047619047619,0.3452380952380952,NEUTRAL
1233158455462178816,MarcTheLogical,3388,@realpeterz @mtn_glenn @AndrewYang After all  this country really shouldn't exist the way it does. Our diversity is… https://t.co/f1txh8SZgm,2020-02-27 22:34:21,0.2,0.2,NEUTRAL
1233158444284141568,momma_mtn,9,RT @MavenOfMayhem: So the new “concern” over trans women sharing public washrooms with cis women is that us cis women will feel uncomfortab…,2020-02-27 22:34:18,0.06818181818181818,0.2606060606060606,NEGATIVE
1233158347249065990,Oyinloyegleek,856,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:33:55,-0.2,0.5,NEGATIVE
1233158345667772416,wizlopez,354,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:33:55,-0.2,0.5,NEGATIVE
1233158258774433793,deadite_mtn,0,"RT @Fallout: Not at #BethesdaGameDays? We still have something for you!

Follow @Fallout and RT this post for a chance to win a custom Xbox…",2020-02-27 22:33:34,0.8,0.4,POSITIVE
1233158136510472192,breadboi_nas,1439,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:33:05,-0.2,0.5,NEGATIVE
1233158077731557378,MatlogaMoraka,248,"My mtn 20gb contract lasts 13 days while my cell c 20gb contract lasts 6 weeks, and i use them the same way.

How n… https://t.co/EMMiaB1AuS",2020-02-27 22:32:51,0.0,0.125,NEGATIVE
1233158053748408320,Akiinwunmi_,1669,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:32:45,0.0,0.0,NEGATIVE
1233158033804603397,ManLikeAkoh,11059,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:32:40,0.0,0.0,NEGATIVE
1233157950736420864,nsabinsubizaer1,588,"RT @umusore12: Dear Madam @mkngambi @MTNRwanda, in the name of humanity and rwandan proverbial sense of help and in the light of the succes…",2020-02-27 22:32:21,0.4,0.7,POSITIVE
1233157917970440194,MarcTheLogical,3388,@realpeterz @mtn_glenn @AndrewYang Sweden and a lot of European countries reduced the size of gov't and increase th… https://t.co/9ob8p4pcnq,2020-02-27 22:32:13,0.0,0.0,NEGATIVE
1233157890330021889,OyaleA_,898,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:32:06,-0.2,0.5,NEGATIVE
1233157827847499778,lolamimee,3436,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:31:51,0.0,0.0,NEGATIVE
1233157821136543744,MrEdegbe,1165,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:31:50,-0.2,0.5,NEGATIVE
1233157759736127488,emperor_zeez,644,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:31:35,0.0,0.0,NEGATIVE
1233157755076333569,askdamilolao,51,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:31:34,-0.2,0.5,NEGATIVE
1233157740484349952,LYL6AINT,2221,"RT @izzaickumy: IPhone xsmax 
Sealed in box 
Gold 
256gig
MTN &amp; AIRTEL- TIGO USERS 

Price : 3300ghc

Swap available https://t.co/ZLUDZ41POT",2020-02-27 22:31:30,0.4,0.4,POSITIVE
1233157734020894728,the_ngozi,1260,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:31:29,0.0,0.0,NEGATIVE
1233157723698552832,thedewunmi,1147,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:31:26,0.0,0.0,NEGATIVE
1233157696871976960,croscrocs,427,RT @news_ghana: #News #Agbogbloshie #fraudulentactivities MTN launches “U4Know” to combat mobile money fraud https://t.co/5Mdb6pGDBK https:…,2020-02-27 22:31:20,0.0,0.0,NEGATIVE
1233157651107844096,annexode8,227,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:31:09,-0.2,0.4,NEGATIVE
1233157635341336576,RobinLe86317149,1480,@MarcTheLogical @realpeterz @mtn_glenn @AndrewYang Hasn’t gun violence increased during trump presidency? It sure s… https://t.co/kTHSxN9VPi,2020-02-27 22:31:05,0.5,0.8888888888888888,POSITIVE
1233157605666758657,mtn_silvs,628,RT @Im__AnnMarie: If I Pull A You On You What Would U Do ?!,2020-02-27 22:30:58,0.0,0.0,NEGATIVE
1233157586800783364,One_Huge_Mtn,73,@SooTudaGaming Cause I need it 😂,2020-02-27 22:30:54,0.0,0.0,NEGATIVE
1233157541108031489,menteh_,8095,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:30:43,-0.2,0.4,NEGATIVE
1233157538260094977,babsdammie,2706,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:30:42,0.0,0.0,NEGATIVE
1233157536540512256,yongienthusiast,200,i have literally so many fuckung thoughts inside my wha sand gehe wall tan worms sah mtn atatong taryong gar yong t… https://t.co/gNIpZzjXpG,2020-02-27 22:30:42,0.5,0.5,POSITIVE
1233157476280938499,alfred_pontsho,7847,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:30:27,-0.2,0.5,NEGATIVE
1233157474850611200,AndyMaina_,16493,"RT @Rwandapolice: In a joint operation with @RIB_Rw, we have arrested Irakoze Emmanuel. His accomplice Irumva Elias was shot dead while res…",2020-02-27 22:30:27,-0.2,0.4,NEGATIVE
1233157365060509698,vanderturnt,1198,"RT @rayhzofsunshin3: Hey guys, thank you for your support for my music. So I decided to take a big leap and audition for MTN YELLOW STAR an…",2020-02-27 22:30:01,0.0,0.05,NEGATIVE
1233157306495442945,__enhle,1008,MTN hates me. 🙃,2020-02-27 22:29:47,0.0,0.0,NEGATIVE
1233157290758328320,ca_mtn_bike,36,@RealJamesWoods Beautiful! Needs to be driven though!,2020-02-27 22:29:43,1.0,1.0,POSITIVE
1233157255400435712,WarriBoy0,9964,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:29:35,0.0,0.0,NEGATIVE
1233157230452604928,gamejoiadvance,240,"I witnessed @KresentNC preaching self love in nc smash discord, then I listened to a Tears For Fears playlist, did… https://t.co/kfEaV7z4Du",2020-02-27 22:29:29,0.5,0.6,POSITIVE
1233157160479141888,IamCheges,1033,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:29:12,0.0,0.0,NEGATIVE
1233157112647344130,Pearlxxzz,27,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:29:01,-0.2,0.5,NEGATIVE
1233157083865976839,NameisMayang,9275,RT @OG_umaru: I still cant believe all it took back then to get a fresh nude picture on this app was #100 MTN. 😑,2020-02-27 22:28:54,0.15,0.25,NEUTRAL
1233157013347217410,Vtvdmm,362,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:28:37,-0.2,0.5,NEGATIVE
1233156955583197184,sadytaheer,13230,"@niqabi_nextdoor Change to Mtn, you will not hear.",2020-02-27 22:28:23,0.0,0.0,NEGATIVE
1233156905058455552,mtn_glenn,369,@OmanReagan Never said we didn't.  You were the one suggesting it was either-or.  I think we should have UBI as wel… https://t.co/dTrqIJ0osW,2020-02-27 22:28:11,0.0,0.0,NEGATIVE
1233156848217468929,QueenSona_,304,"RT @TakaTina1: I remember when I newly joined Twitter in 2010, I followed  @MbauReloaded, she followed back .I was very happy till She aske…",2020-02-27 22:27:58,0.37878787878787873,0.48484848484848486,POSITIVE
1233156837404442629,Mareyarm_deev,548,"RT @rayhzofsunshin3: Hey guys, thank you for your support for my music. So I decided to take a big leap and audition for MTN YELLOW STAR an…",2020-02-27 22:27:55,0.0,0.05,NEGATIVE
1233156733327073280,18rowdy_nation,1915,RT @RaceKawasaki: What’s sweeter than a Georgia peach? This weekends open house at @mtn_motorsports! Stop by this Friday for some autograph…,2020-02-27 22:27:30,0.0,0.5,NEGATIVE
1233156723940188161,SierraPasPd,315,@emmmaadc @ilonahx_ @Rengokkuu Miam mariage mtn ?,2020-02-27 22:27:28,0.0,0.0,NEGATIVE
1233156658408259584,realpeterz,2618,"@MarcTheLogical @mtn_glenn @AndrewYang Before election day 2016, not many freaked out about the consequences we fac… https://t.co/OS4To4ubsx",2020-02-27 22:27:12,-0.25,0.5,NEGATIVE
1233156654683820033,danky_mc,13,just drinkin mtn dew today with my buddy sanic,2020-02-27 22:27:12,0.0,0.0,NEGATIVE
1233156608303280128,i_s_abdool,375,"@dangana_jnr Ooh sorry, rotten graduate. Ur MTN slow sha. My glo even faster",2020-02-27 22:27:01,-0.4,0.7,NEGATIVE
1233156567849197569,Remmzor_YBNL,14697,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:26:51,0.0,0.0,NEGATIVE
1233156547955625986,BolutifeLORDson,3244,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:26:46,0.0,0.0,NEGATIVE
1233156529035104262,maryamnayebyazd,17334,@mtn_glenn Maybe they think most of #YangGang are sheep like many of the #BernieBros.,2020-02-27 22:26:42,0.5,0.5,POSITIVE
1233156509934260226,Just_Shocker,3507,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:26:37,-0.2,0.5,NEGATIVE
1233156484630024192,kojo_wiase,1313,"RT @izzaickumy: IPhone xsmax 
Sealed in box 
Gold 
256gig
MTN &amp; AIRTEL- TIGO USERS 

Price : 3300ghc

Swap available https://t.co/ZLUDZ41POT",2020-02-27 22:26:31,0.4,0.4,POSITIVE
1233156464300175367,SE0KJINWITHLUV,1241,jurez mtn good night de dream catcher on dirait pas un opening,2020-02-27 22:26:26,0.7,0.6000000000000001,POSITIVE
1233156406993395713,dvmbaron,777,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:26:13,-0.2,0.5,NEGATIVE
1233156345798516741,DavidEkwere4,72,"RT @MTNNG: You are the next MTN Y’ello Star. All you have to do is submit your entry. Choose any of these easy ways.
.
1. The Website
2. My…",2020-02-27 22:25:58,0.21666666666666667,0.4166666666666667,NEUTRAL
1233156324776697863,Kwame_Tsuca_1,675,"RT @IzaicKumy: IPhone xsmax 
Sealed in box 
Gold 
256gig
MTN &amp; AIRTEL- TIGO USERS 

Price : 3300ghc

Swap available https://t.co/YwCrnvH3HH",2020-02-27 22:25:53,0.4,0.4,POSITIVE
1233156300533633025,AreoSodiq,1088,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:25:47,0.0,0.0,NEGATIVE
1233156281415782400,EffigySFX,88,"RT @Bellaj0713: Ok  gloves are off, Going all in for the end of the month final push on my mtn fundraiser, live on twitch get in NOW!",2020-02-27 22:25:43,0.22348484848484848,0.6666666666666666,NEUTRAL
1233156250273226752,iRetweet9ja,460,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:25:35,0.0,0.0,NEGATIVE
1233156203590668288,PerryBills1,954,"RT @OgbeniDipo: Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂",2020-02-27 22:25:24,0.0,0.0,NEGATIVE
1233156177757863938,dansguto,197,RT @Moha001_Onyango: Do you remember the 2 men who were captured on CCTV robbing and assaulting an MTN MONEY AGENT... One was shot dead whi…,2020-02-27 22:25:18,-0.2,0.4,NEGATIVE
1233156165284003840,grizzly_ears,117,"mountainarcheryfest Are you getting your reps in? Make sure to tag us so we can feature you in a future post!
📸PC:… https://t.co/iG6ZTDQ9CQ",2020-02-27 22:25:15,0.25,0.5069444444444444,NEUTRAL
1233156150432018435,OgbeniDipo,452616,"Oya carry your Baptismal Certificate to Access, UBA or MTN Head Office tomorrow and tell them to employ you🙂 https://t.co/hFznn10jJl",2020-02-27 22:25:11,0.0,0.0,NEGATIVE
1233156128093151232,Gabi_G_bril,3645,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:25:06,-0.2,0.5,NEGATIVE
1233156063236632577,SooTudaGaming,127,@One_Huge_Mtn every match https://t.co/V8USeibMgl,2020-02-27 22:24:51,0.0,0.0,NEGATIVE
1233156062276194304,msuamie,38097,@ParZevil Day was ok. Mtn Dew for lunch. How was yours?,2020-02-27 22:24:50,0.5,0.5,POSITIVE
1233156055091286023,dangana_jnr,1980,"@i_s_abdool 😂😂😂😂😂.....that’s the problem with all dis fresh graduates, your head dey hot ba......myn actually from Mtn",2020-02-27 22:24:49,0.18333333333333335,0.4833333333333334,NEUTRAL
1233155959016394752,mtn_glenn,369,"@OmanReagan Rent control?  Doesn't help a person who can't afford rent to begin with.

Debt relief?  Doesn't help a… https://t.co/SCyPh8oVjm",2020-02-27 22:24:26,0.0,0.0,NEGATIVE
1233155847762710533,drewdebrah,1283,"RT @IzaicKumy: IPhone xsmax 
Sealed in box 
Gold 
256gig
MTN &amp; AIRTEL- TIGO USERS 

Price : 3300ghc

Swap available https://t.co/YwCrnvH3HH",2020-02-27 22:23:59,0.4,0.4,POSITIVE
1233155815386832897,bloomthecreator,14797,RT @iSlimfit: I don't know who needs to read this but Glo's Marketing strategy of spending heavily on Ads and celebrity ambassadors is not…,2020-02-27 22:23:51,-0.2,0.5,NEGATIVE
1233155735758016515,LifeOfCooke,2461,Mtn is fucking dogshit!,2020-02-27 22:23:32,-0.75,0.8,NEGATIVE
1233155705432993794,mtn_glenn,369,"@OmanReagan Healthcare?  Will continue to pay for the aftereffects of poverty without UBI, which acts as preventati… https://t.co/oxGVLPIeFw",2020-02-27 22:23:25,0.0,0.0,NEGATIVE
1233155593831145473,MarcTheLogical,3388,@realpeterz @RobinLe86317149 @mtn_glenn @AndrewYang Only a small number of ppl own 50%of the guns. We have tons of… https://t.co/OxFA8MwikJ,2020-02-27 22:22:59,0.11666666666666665,0.7999999999999999,NEUTRAL
1233155368244695040,kenny_boller,20565,RT @OG_umaru: I still cant believe all it took back then to get a fresh nude picture on this app was #100 MTN. 😑,2020-02-27 22:22:05,0.15,0.25,NEUTRAL
1233155353124036609,RobinLe86317149,1480,@realpeterz @MarcTheLogical @mtn_glenn @AndrewYang Haven’t we already done that? https://t.co/gxk3BMNrAt,2020-02-27 22:22:01,0.0,0.0,NEGATIVE
1233155315954266116,TaylorMikeTrapz,93,"RT @EnowDigital: Buy or Sell Music Singles, Music EPs, Music Albums, Event Tickets, eMagazines, eBooks etc Online and Pay with MTN Mobile M…",2020-02-27 22:21:52,0.0,0.0,NEGATIVE
1233155293824962561,mtn_glenn,369,"@OmanReagan Useless?  Hardly.  Relatively less effective?  Sure.

TBH your statement is more accurate in reverse.… https://t.co/pcZymWZqb0",2020-02-27 22:21:47,0.22222222222222224,0.5148148148148148,NEUTRAL
1233155023720341506,MecoyAkinpelu,2277,Or they say Obasanjo gets Ten Naira from every MTN airtime recharge. They go as far as saying the '*1' in  '*555*1#… https://t.co/GIQaH4yux1,2020-02-27 22:20:43,0.05,0.5,NEGATIVE
1233154962982494208,realpeterz,2618,"@RobinLe86317149 @MarcTheLogical @mtn_glenn @AndrewYang Knowing the number of guns in the US, we're at great risk o… https://t.co/erdodkPAHr",2020-02-27 22:20:28,0.8,0.75,POSITIVE
1233154897165660166,AwethuMaqakamba,1084,"RT @NewTimesRwanda: JUST IN: Rwanda Investigation Board have arrested Emmanuel Irakoze, one of the thugs that attacked an MTN mobile money…",2020-02-27 22:20:13,0.0,0.0,NEGATIVE
